Shipment_ID,Date,Country,Port_of_Loading,Commodity,Quantity_Tons,Export_Value_USD,Shipping_Cost_USD,Transport_Mode,Delivery_Days,Trade_Term_INCOTERM,Container_Type,Carrier
SHP2531,2009-11-14,Brazil,Nhava Sheva,Chemicals,49.02379960063048,31178.151626672417,19008.51151349828,Air,12.0,DDP,LCL,DHL
SHP2532,2008-09-17,Germany,Kolkata,Machinery,,139456.9095762575,748.2597578237524,Road,35.0,DAP,FCL,DHL
SHP2533,2022-12-25,Germany,Kolkata,Electronics,,178734.95636605303,2961.4161805705944,Air,41.0,EXW,LCL,Maersk
SHP2534,2006-03-01,Australia,Mumbai,Chemicals,163.02105795309024,127478.9370014121,11492.58203878471,Road,5.0,DDP,Reefer,FedEx
SHP2535,2006-07-03,Germany,Chennai,Pharma,160.38539447056402,46013.628658251815,14809.129806227302,Road,,DDP,Open Top,Hapag-Lloyd
SHP2536,2018-09-21,UAE,Cochin,Textiles,29.875789516035425,12575.925123410623,10850.243443103232,Road,31.0,FOB,Reefer,CMA CGM
SHP2537,2009-12-13,China,Mumbai,Electronics,181.14371984080807,123795.06334496172,7230.267124064706,Sea,39.0,FOB,FCL,MSC
SHP2538,2015-01-07,Japan,Chennai,Automobiles,,11384.918430370468,19563.92716318876,Air,18.0,CIF,FCL,MSC
SHP2539,2014-12-08,USA,Nhava Sheva,Textiles,180.01808136348856,,14136.283165630348,Air,18.0,CIF,Reefer,DHL
SHP2540,2009-05-22,Germany,Kolkata,Machinery,92.1962983834794,46664.82894389682,16661.538653128166,Road,9.0,CIF,Reefer,FedEx
SHP2541,2015-04-26,China,Cochin,Textiles,90.20619791132106,181121.9003569483,,Road,17.0,DDP,FCL,CMA CGM
SHP2542,2011-10-04,UK,Kolkata,Textiles,157.9846211435546,96068.34836049764,4871.218187372997,Road,40.0,FOB,Reefer,Maersk
SHP2543,2013-03-11,Brazil,Nhava Sheva,Machinery,23.193081817964988,46339.809795319736,,Air,8.0,CIF,LCL,Hapag-Lloyd
SHP2544,2019-08-23,UAE,Chennai,Food Products,106.57043714380272,170922.77267860115,3815.507682029105,Road,20.0,FOB,LCL,Maersk
SHP2545,2016-10-09,Brazil,Nhava Sheva,Machinery,168.094925948089,52299.00889260665,1643.4055996411146,Air,21.0,DDP,FCL,CMA CGM
SHP2546,2008-03-25,Japan,Nhava Sheva,Chemicals,166.88754979856645,62706.61715192535,4656.814958974668,Air,4.0,DDP,FCL,Maersk
SHP2547,2017-06-09,Japan,Kolkata,Textiles,191.44590698676197,167187.02401298023,10765.985498493445,Sea,,CIF,Reefer,DHL
SHP2548,2023-08-07,Australia,Cochin,Machinery,141.16315573845657,63140.821900518,13975.755917462764,Road,27.0,DDP,Reefer,MSC
SHP2549,2018-09-28,South Africa,Nhava Sheva,Food Products,45.51527274074703,83212.4263076662,15525.614274708603,Road,38.0,DDP,Open Top,DHL
SHP2550,2006-01-14,Australia,Kolkata,Chemicals,8.95466140444326,70837.80281025558,1050.135866380798,Road,30.0,FOB,LCL,Hapag-Lloyd
SHP2551,2016-11-11,China,Cochin,Electronics,98.48608073228488,25047.262930414417,8674.126209809305,Sea,40.0,EXW,FCL,DHL
SHP2552,2013-01-03,Brazil,Chennai,Machinery,105.17225379639834,9701.370824871576,2619.789354990273,Road,30.0,DAP,FCL,CMA CGM
SHP2553,2008-03-30,South Africa,Chennai,Machinery,51.85120397729163,145459.0534640743,8737.767651604503,Air,34.0,CIF,FCL,CMA CGM
SHP2554,2008-11-28,UK,Mumbai,Textiles,29.316002189102623,,8792.721812581842,Road,,EXW,FCL,Hapag-Lloyd
SHP2555,2015-07-02,UAE,Kolkata,Chemicals,119.31059240714924,57908.48137530732,10064.591396902426,Air,38.0,CIF,Open Top,Hapag-Lloyd
SHP2556,2024-12-05,Brazil,Cochin,Electronics,154.02985643470754,60528.62674700595,,Air,41.0,EXW,LCL,MSC
SHP2557,2006-06-17,Australia,Nhava Sheva,Pharma,,189111.1450357189,16140.890951956972,Air,38.0,DDP,Open Top,Maersk
SHP2558,2006-01-28,USA,Chennai,Pharma,152.86901035605112,197558.88319223144,12807.072733700556,Air,25.0,CIF,LCL,MSC
SHP2559,2012-10-28,South Africa,Cochin,Automobiles,159.7583207798383,95740.11084027131,17731.06499408391,Road,4.0,EXW,FCL,DHL
SHP2560,2009-07-12,South Africa,Kolkata,Machinery,125.2098712546155,160885.44560533576,13633.678606791542,Sea,12.0,DAP,LCL,Maersk
SHP2561,2009-09-25,UAE,Mumbai,Machinery,197.25491849915343,147863.80342213434,16413.32822310889,Sea,8.0,DDP,FCL,Hapag-Lloyd
SHP2562,2023-02-04,Germany,Chennai,Electronics,129.79149509734123,60868.9064833853,11362.810359485708,Air,,CIF,Open Top,CMA CGM
SHP2563,2013-05-05,Japan,Cochin,Food Products,172.74939084794235,13595.416683054713,,Road,17.0,CIF,LCL,DHL
SHP2564,2007-04-02,Japan,Cochin,Pharma,189.4280060169864,30226.138912718125,14537.125406893218,Sea,31.0,EXW,Reefer,MSC
SHP2565,2019-05-01,USA,Cochin,Automobiles,186.32240759760936,167982.23516615116,589.8483771198714,Road,30.0,CIF,LCL,FedEx
SHP2566,2023-03-02,China,Kolkata,Electronics,79.37599203775451,146780.33635926366,13869.475918302183,Sea,24.0,DDP,FCL,FedEx
SHP2567,2014-07-23,China,Kolkata,Machinery,20.339101371280435,,18703.46072440642,Air,36.0,FOB,Reefer,Hapag-Lloyd
SHP2568,2012-04-02,UK,Kolkata,Pharma,38.51537199515313,27868.468675936365,14336.05318056973,Air,22.0,EXW,FCL,Maersk
SHP2569,2021-09-19,Brazil,Nhava Sheva,Chemicals,16.548544552338456,128706.2761152039,928.5157410849264,Air,35.0,DAP,Reefer,FedEx
SHP2570,2017-05-23,Germany,Cochin,Automobiles,25.552402291682306,154886.16163563688,7682.135687299933,Sea,17.0,CIF,Reefer,Maersk
SHP2571,2009-02-14,Australia,Chennai,Textiles,41.00699294927104,172399.14647233754,16229.709784971465,Road,9.0,DDP,LCL,CMA CGM
SHP2572,2016-03-31,South Africa,Kolkata,Pharma,,4619.793280336407,,Air,26.0,CIF,LCL,Hapag-Lloyd
SHP2573,2019-07-06,USA,Kolkata,Automobiles,110.9902310821398,137526.0701719386,,Road,28.0,DAP,Reefer,Hapag-Lloyd
SHP2574,2009-09-17,Japan,Cochin,Electronics,143.77800157424176,5781.335809434476,16855.64230636278,Road,12.0,DDP,Reefer,DHL
SHP2575,2018-02-01,UK,Kolkata,Textiles,46.13083054076983,141960.82341760083,,Air,17.0,DAP,Reefer,DHL
SHP2576,2007-03-30,China,Nhava Sheva,Automobiles,136.14186882643716,127853.03021693695,2641.07070665579,Sea,39.0,DDP,FCL,Maersk
SHP2577,2024-03-06,USA,Nhava Sheva,Automobiles,142.33051952797183,,16946.61164103001,Air,,FOB,LCL,FedEx
SHP2578,2007-05-28,South Africa,Kolkata,Machinery,113.93135568890696,153692.10676633578,6620.147933644578,Air,13.0,DDP,FCL,FedEx
SHP2579,2019-12-31,Australia,Cochin,Food Products,181.20548461074856,15532.828401558849,11946.106886995263,Sea,42.0,DAP,LCL,MSC
SHP2580,2012-10-31,UK,Cochin,Pharma,26.64398871475308,,10871.449963257135,Road,23.0,EXW,Open Top,Maersk
SHP2581,2010-01-23,South Africa,Cochin,Machinery,39.5386842324718,53861.99047994934,13328.466501975188,Sea,42.0,FOB,FCL,FedEx
SHP2582,2017-04-14,Japan,Mumbai,Chemicals,88.58964075594955,138392.66873553165,14861.200088705658,Sea,40.0,CIF,LCL,DHL
SHP2583,2021-02-20,Japan,Kolkata,Textiles,29.70898337067658,184890.48952233032,8929.445732847886,Air,17.0,FOB,Reefer,DHL
SHP2584,2018-12-07,Japan,Cochin,Food Products,115.42774802619704,69285.75088534289,17788.55427855282,Sea,17.0,FOB,Reefer,DHL
SHP2585,2011-12-18,USA,Nhava Sheva,Automobiles,,101573.027432203,16228.068746918912,Sea,39.0,CIF,LCL,Maersk
SHP2586,2022-10-30,USA,Chennai,Machinery,,93697.37072218915,15751.337634427624,Sea,16.0,DDP,Reefer,Hapag-Lloyd
SHP2587,2019-10-02,China,Chennai,Food Products,38.14801353843927,33207.04711444789,9273.287470298976,Road,23.0,FOB,Reefer,MSC
SHP2588,2019-09-27,China,Cochin,Chemicals,70.39095647790101,118881.7780771708,943.9431397232812,Road,22.0,FOB,Open Top,MSC
SHP2589,2006-03-01,Australia,Chennai,Pharma,123.55207341230668,149114.3798671477,9946.6768463031,Air,35.0,EXW,Open Top,DHL
SHP2590,2020-09-11,UK,Chennai,Chemicals,117.27811612343524,183541.2161269162,17989.22157605482,Air,5.0,EXW,Open Top,CMA CGM
SHP2591,2012-10-31,UAE,Mumbai,Textiles,36.9066800409956,,3970.913081028874,Road,42.0,DAP,FCL,Maersk
SHP2592,2022-11-08,UAE,Nhava Sheva,Electronics,,102983.83718615028,19655.33094580964,Sea,25.0,CIF,Open Top,FedEx
SHP2593,2009-01-16,South Africa,Nhava Sheva,Machinery,10.201968708730142,,16192.274276260794,Air,25.0,DDP,Open Top,FedEx
SHP2594,2020-02-21,Japan,Mumbai,Textiles,7.422990789816792,160555.11584803078,14254.629887184885,Air,29.0,DDP,Open Top,Hapag-Lloyd
SHP2595,2014-07-02,UK,Mumbai,Electronics,176.5630349653386,,13607.767166861951,Sea,37.0,DAP,LCL,DHL
SHP2596,2020-08-12,USA,Chennai,Machinery,13.792326921051036,24854.65701944501,11823.1124622885,Sea,27.0,DDP,Reefer,CMA CGM
SHP2597,2017-01-01,Brazil,Kolkata,Textiles,147.58811642528303,88710.29124177943,14469.272400332817,Sea,34.0,DDP,LCL,DHL
SHP2598,2007-07-01,Germany,Chennai,Chemicals,175.0370937677666,168810.65156390984,8553.730013142545,Sea,24.0,EXW,Open Top,CMA CGM
SHP2599,2024-04-29,Australia,Mumbai,Textiles,24.121280469679228,120134.99826795953,16936.704538798567,Sea,10.0,DDP,FCL,MSC
SHP2600,2012-06-26,Japan,Nhava Sheva,Food Products,90.07877764743844,145442.7586478491,13987.64993068656,Road,40.0,DDP,LCL,CMA CGM
SHP2601,2023-12-15,Japan,Chennai,Chemicals,192.64908171898395,38683.06838621233,15470.811625115071,Sea,20.0,DAP,Open Top,MSC
SHP2602,2019-10-16,Japan,Kolkata,Machinery,167.6570388020991,192938.87810577912,15891.250958886396,Air,30.0,DAP,FCL,MSC
SHP2603,2018-10-04,USA,Chennai,Textiles,100.49228621228174,82007.94483967527,2022.9869050362704,Road,30.0,FOB,FCL,Maersk
SHP2604,2017-08-03,USA,Cochin,Automobiles,,131419.83349811035,1301.687299217211,Air,13.0,DDP,FCL,CMA CGM
SHP2605,2013-12-16,Germany,Chennai,Machinery,,5736.706408939843,16059.52019599777,Sea,14.0,DDP,Reefer,Hapag-Lloyd
SHP2606,2024-06-26,UK,Mumbai,Textiles,72.86525782180026,27209.213926547684,5335.803616557275,Air,4.0,DDP,FCL,Hapag-Lloyd
SHP2607,2016-06-18,Japan,Nhava Sheva,Food Products,178.96981878964235,156842.78543721396,11723.002188733924,Sea,39.0,EXW,Open Top,CMA CGM
SHP2608,2014-07-12,UAE,Nhava Sheva,Electronics,,193657.9502130104,8985.474933335927,Air,6.0,DDP,LCL,Maersk
SHP2609,2014-02-20,China,Mumbai,Electronics,107.92243589397184,65370.96030098469,636.3762326191578,Air,43.0,EXW,LCL,Hapag-Lloyd
SHP2610,2015-12-10,UAE,Cochin,Automobiles,199.94298937525704,9361.785518370438,997.5689116921752,Sea,36.0,FOB,Open Top,DHL
SHP2611,2013-04-17,South Africa,Mumbai,Machinery,169.44407839967144,73451.58719206724,16577.079797120154,Air,25.0,CIF,Reefer,Hapag-Lloyd
SHP2612,2020-11-30,UAE,Chennai,Food Products,75.54515112573111,5458.68979524252,12232.015717476732,Road,,DDP,Reefer,Maersk
SHP2613,2023-05-04,South Africa,Mumbai,Textiles,7.01739131217649,40089.87226796889,10572.09295898953,Air,9.0,DAP,FCL,MSC
SHP2614,2015-04-03,Brazil,Mumbai,Textiles,127.10394438980946,150989.4589806402,18898.171252740656,Road,34.0,DAP,Open Top,MSC
SHP2615,2020-03-11,China,Cochin,Electronics,,187543.50282508624,3627.677513391128,Road,,DDP,FCL,MSC
SHP2616,2010-07-01,UAE,Chennai,Food Products,,19314.91870503956,5307.822625244211,Air,10.0,EXW,FCL,Maersk
SHP2617,2011-01-20,Brazil,Kolkata,Chemicals,193.73315847682656,112464.35420448084,15183.43374906542,Road,39.0,DAP,Open Top,MSC
SHP2618,2012-06-22,Australia,Kolkata,Automobiles,173.27935032976814,52268.407532558325,15549.657513567005,Road,36.0,DAP,Reefer,MSC
SHP2619,2017-12-25,UK,Nhava Sheva,Electronics,92.52218017022646,29533.706907198048,8216.964489495456,Air,31.0,FOB,Reefer,Maersk
SHP2620,2012-12-27,Brazil,Mumbai,Electronics,17.257210057114285,45358.08551852839,19029.373005946447,Sea,39.0,FOB,LCL,DHL
SHP2621,2022-12-07,UK,Nhava Sheva,Automobiles,97.8314600528894,,18777.440638760378,Sea,25.0,FOB,Open Top,Hapag-Lloyd
SHP2622,2012-06-16,UAE,Cochin,Machinery,139.40258389259452,14896.631285904286,445.7123581911587,Road,40.0,DAP,FCL,Maersk
SHP2623,2023-06-23,Brazil,Kolkata,Textiles,123.5034126042659,87975.28204134667,3612.092466346356,Road,31.0,DAP,Open Top,Maersk
SHP2624,2022-10-22,China,Mumbai,Machinery,,28775.114489122447,16440.34494534065,Sea,7.0,DDP,FCL,CMA CGM
SHP2625,2019-09-04,UAE,Cochin,Food Products,96.41969681297206,55990.056374107335,6837.290359554964,Road,42.0,DDP,LCL,MSC
SHP2626,2016-09-20,Japan,Cochin,Chemicals,62.28356524034033,39769.35728916625,2090.1610382566023,Sea,13.0,EXW,LCL,FedEx
SHP2627,2012-03-08,USA,Mumbai,Pharma,59.082618536302704,176829.14896651765,15742.983653586954,Air,16.0,DAP,LCL,DHL
SHP2628,2013-06-02,Brazil,Cochin,Pharma,102.54513839053136,142186.24351251533,9200.753410389148,Road,44.0,DDP,LCL,FedEx
SHP2629,2019-10-17,China,Mumbai,Pharma,36.31761355378156,,9949.733576964363,Air,,DDP,FCL,CMA CGM
SHP2630,2019-10-17,Australia,Mumbai,Automobiles,71.43365759708631,77925.64124044312,3890.113898560191,Sea,37.0,FOB,Reefer,DHL
SHP2631,2017-01-23,Japan,Chennai,Electronics,68.17595856846941,,13285.72206799077,Sea,37.0,FOB,FCL,MSC
SHP2632,2009-11-28,Australia,Nhava Sheva,Chemicals,,77356.26458975788,11114.57809882783,Air,44.0,FOB,LCL,FedEx
SHP2633,2017-06-14,UAE,Cochin,Machinery,18.003048570789794,5672.542753432679,4292.124168223701,Road,30.0,CIF,Reefer,MSC
SHP2634,2011-07-07,USA,Cochin,Textiles,166.78539265169354,145491.44647941453,6938.563867096294,Air,,DDP,Open Top,MSC
SHP2635,2009-08-14,Brazil,Chennai,Pharma,114.66378417495842,71254.9464652255,12018.209889256206,Air,34.0,FOB,FCL,Hapag-Lloyd
SHP2636,2020-12-02,Brazil,Chennai,Machinery,135.81120275130738,64038.11310820475,18512.47065758152,Road,,FOB,Open Top,DHL
SHP2637,2012-11-22,UAE,Chennai,Pharma,142.1033112330894,120431.93094336551,18423.451736365536,Sea,9.0,DAP,LCL,DHL
SHP2638,2013-06-20,UAE,Kolkata,Chemicals,61.839406684294616,88377.48251854365,,Air,,FOB,Open Top,CMA CGM
SHP2639,2011-12-09,USA,Kolkata,Pharma,96.72245564004898,196206.9869083319,14765.29535964572,Air,29.0,DAP,Reefer,Maersk
SHP2640,2014-07-11,China,Kolkata,Textiles,191.4679613945851,72538.10249396267,15555.277794371428,Sea,39.0,EXW,Reefer,MSC
SHP2641,2010-07-18,China,Mumbai,Food Products,,123551.37675716684,16214.697379659336,Air,19.0,FOB,Reefer,MSC
SHP2642,2007-08-07,USA,Cochin,Food Products,194.06359066852116,,11501.093238079306,Sea,,DAP,FCL,FedEx
SHP2643,2006-03-11,China,Nhava Sheva,Chemicals,150.5195973035262,198137.80608171003,408.0583623718385,Road,6.0,FOB,Open Top,CMA CGM
SHP2644,2007-03-03,South Africa,Mumbai,Food Products,39.24202724316089,90131.98487458537,15281.19045183572,Sea,25.0,EXW,Open Top,DHL
SHP2645,2007-01-13,UK,Cochin,Automobiles,17.584497349711867,1846277.308616915,2310.629506621131,Sea,16.0,FOB,Open Top,Hapag-Lloyd
SHP2646,2011-03-10,USA,Cochin,Electronics,117.6439801603344,27090.890848630057,2514.053447163956,Air,7.0,DAP,LCL,DHL
SHP2647,2024-10-14,USA,Chennai,Automobiles,74.77358954200886,147138.7945430043,12191.371092393823,Sea,4.0,EXW,FCL,Hapag-Lloyd
SHP2648,2014-01-10,Germany,Chennai,Machinery,58.71429247694319,55303.59145937316,19673.706316300973,Sea,26.0,EXW,FCL,Hapag-Lloyd
SHP2649,2023-10-03,Japan,Mumbai,Automobiles,162.40614430295642,90825.42406027504,5002.281570662837,Air,20.0,EXW,Open Top,DHL
SHP2650,2008-01-05,Japan,Chennai,Machinery,76.56368708097973,176860.34634083667,12987.05542501391,Sea,29.0,CIF,FCL,FedEx
SHP2651,2020-03-16,South Africa,Cochin,Machinery,66.81518909818926,194169.39794725008,6212.3421856045,Air,26.0,DAP,Open Top,MSC
SHP2652,2015-05-29,UAE,Chennai,Electronics,170.74758066795704,86065.27616439069,17994.777049488486,Road,31.0,CIF,Open Top,Hapag-Lloyd
SHP2653,2009-08-18,UAE,Kolkata,Textiles,170.02603061485974,167290.92825499098,11951.634463854509,Sea,13.0,EXW,Open Top,FedEx
SHP2654,2020-03-08,Australia,Chennai,Chemicals,74.49149436223604,12563.100920872428,4308.051087598124,Road,20.0,CIF,Reefer,CMA CGM
SHP2655,2008-09-17,South Africa,Cochin,Electronics,167.33724669226342,169819.65789847198,5390.19479881948,Sea,6.0,FOB,LCL,CMA CGM
SHP2656,2012-12-23,USA,Mumbai,Chemicals,170.9018056148688,126643.04378622465,8763.118462278795,Sea,35.0,CIF,FCL,Hapag-Lloyd
SHP2657,2007-10-04,South Africa,Nhava Sheva,Food Products,87.66645433078492,98763.8213415372,2616.462528190292,Road,16.0,DDP,LCL,MSC
SHP2658,2012-03-16,South Africa,Chennai,Food Products,17.962260390788455,178212.81361717507,1758.920691616937,Road,44.0,EXW,Reefer,Hapag-Lloyd
SHP2659,2010-10-27,South Africa,Cochin,Automobiles,5.30900567093632,169376.77005626995,13665.21563580953,Air,34.0,EXW,FCL,CMA CGM
SHP2660,2021-01-26,Japan,Nhava Sheva,Machinery,107.04203026335402,60795.12899880725,8261.868229364582,Air,6.0,DAP,Open Top,CMA CGM
SHP2661,2015-10-14,South Africa,Nhava Sheva,Pharma,72.09472120721937,158714.699704262,14579.270679031486,Road,22.0,FOB,LCL,DHL
SHP2662,2020-03-12,UK,Kolkata,Pharma,199.44071936088136,21699.20486514977,2379.1523686649057,Sea,23.0,DAP,Reefer,MSC
SHP2663,2024-03-01,UAE,Nhava Sheva,Chemicals,155.6201449273204,164907.2592225393,12275.337848441695,Air,5.0,CIF,FCL,DHL
SHP2664,2022-08-25,Australia,Cochin,Machinery,153.44871398833044,135740.2123686036,8977.474508720861,Sea,27.0,DDP,FCL,FedEx
SHP2665,2017-11-04,UK,Cochin,Chemicals,191.272339816032,,1348.3733582491657,Air,6.0,DDP,LCL,FedEx
SHP2666,2016-12-12,Australia,Chennai,Electronics,178.10625758919755,137249.87434787882,10987.079169864342,Air,13.0,DDP,LCL,FedEx
SHP2667,2020-12-24,Germany,Chennai,Textiles,67.0465584939958,116942.8167819213,1839.524639348006,Air,18.0,DDP,FCL,Maersk
SHP2668,2024-02-23,Australia,Chennai,Electronics,,119720.92002671889,16588.85100626196,Road,38.0,FOB,FCL,FedEx
SHP2669,2015-03-17,UAE,Nhava Sheva,Machinery,150.44899168776902,59591.05915568031,12712.75781472257,Sea,8.0,CIF,Reefer,Hapag-Lloyd
SHP2670,2012-06-21,UAE,Nhava Sheva,Machinery,78.76340926816023,54766.44560254336,11227.957168456878,Road,33.0,DDP,Open Top,DHL
SHP2671,2018-09-21,South Africa,Kolkata,Textiles,97.2686670680365,152981.95218669597,2842.686288499249,Air,42.0,EXW,Open Top,FedEx
SHP2672,2012-11-21,Brazil,Chennai,Chemicals,127.92755759859124,52849.06924141335,5891.650847380844,Road,15.0,CIF,Reefer,MSC
SHP2673,2022-12-23,Germany,Mumbai,Automobiles,182.03517200237192,90359.92585835991,9958.942763278928,Road,,FOB,FCL,FedEx
SHP2674,2015-05-19,USA,Kolkata,Automobiles,86.72211196583837,139568.22172255936,12739.013570065825,Road,6.0,DDP,LCL,Hapag-Lloyd
SHP2675,2018-05-19,China,Mumbai,Textiles,,17764.01776283268,3827.968231094681,Sea,39.0,FOB,LCL,Hapag-Lloyd
SHP2676,2024-05-20,Australia,Nhava Sheva,Automobiles,57.326259298558206,119720.57975710812,375.5523070457432,Road,44.0,DDP,FCL,Hapag-Lloyd
SHP2677,2010-04-23,Brazil,Kolkata,Pharma,141.10449923010466,118696.5217843272,7026.251707932052,Road,39.0,EXW,Reefer,Hapag-Lloyd
SHP2678,2016-04-10,South Africa,Kolkata,Automobiles,5.307987110192815,137477.28475582905,,Road,,CIF,FCL,Hapag-Lloyd
SHP2679,2023-12-06,Japan,Cochin,Automobiles,174.94390663067378,75245.76287052041,,Road,44.0,EXW,LCL,MSC
SHP2680,2014-03-05,USA,Nhava Sheva,Automobiles,10.924018091120187,90897.99526464028,9944.877015933074,Road,31.0,DDP,FCL,Maersk
SHP2681,2014-12-02,Brazil,Nhava Sheva,Pharma,143.98698217870393,67333.92416104933,6902.019999671521,Road,39.0,DAP,FCL,CMA CGM
SHP2682,2013-07-05,Japan,Kolkata,Chemicals,14.020346905950358,162017.3129433776,9210.775388906874,Road,21.0,CIF,Reefer,Maersk
SHP2683,2009-03-17,Germany,Nhava Sheva,Automobiles,56.91791138183067,27860.93048715423,7079.663461456161,Air,,FOB,Open Top,CMA CGM
SHP2684,2006-04-06,South Africa,Kolkata,Food Products,101.95446869352786,192664.8828079153,12643.663425778645,Road,34.0,DDP,LCL,DHL
SHP2685,2013-05-30,USA,Cochin,Pharma,86.88804364290645,127697.55888388504,,Road,18.0,EXW,LCL,Hapag-Lloyd
SHP2686,2007-04-24,USA,Kolkata,Textiles,42.40804234719706,177607.5314296508,3583.9247408966166,Sea,7.0,DAP,FCL,DHL
SHP2687,2007-04-12,USA,Nhava Sheva,Electronics,70.09390778330129,86393.82873642333,8768.467208397791,Air,14.0,DDP,LCL,DHL
SHP2688,2021-02-23,Germany,Nhava Sheva,Textiles,146.90274216188857,67791.25593761534,7254.674967926763,Road,23.0,FOB,LCL,CMA CGM
SHP2689,2013-12-15,Australia,Kolkata,Electronics,135.5051330530314,180343.71040454876,7954.312727885578,Sea,16.0,EXW,Open Top,MSC
SHP2690,2018-08-23,Germany,Kolkata,Textiles,19.00384383396356,21576.859717507952,16114.4617586335,Road,39.0,CIF,LCL,Hapag-Lloyd
SHP2691,2024-07-18,China,Kolkata,Food Products,150.72658598671285,25187.231838045005,17749.36683329784,Road,24.0,DAP,LCL,FedEx
SHP2692,2020-07-20,UAE,Chennai,Electronics,15.34394683342053,61270.66174396611,5123.641913251887,Road,32.0,DDP,Reefer,DHL
SHP2693,2013-08-18,South Africa,Nhava Sheva,Electronics,110.87064587445796,192035.44638973105,16760.54299366885,Road,25.0,DDP,Reefer,Maersk
SHP2694,2010-05-13,Germany,Nhava Sheva,Machinery,55.712235868227175,127347.5847532912,9284.039332749086,Road,7.0,DDP,Reefer,Hapag-Lloyd
SHP2695,2013-04-03,Japan,Chennai,Electronics,119.59957487416467,111730.35192984884,5621.648261867172,Sea,31.0,DDP,Reefer,MSC
SHP2696,2007-05-09,China,Kolkata,Electronics,55.95903720847586,141660.55459837327,19712.03020589263,Road,32.0,EXW,Reefer,Hapag-Lloyd
SHP2697,2006-03-08,UAE,Cochin,Machinery,197.06680407703703,,16531.075470396514,Sea,20.0,CIF,Open Top,FedEx
SHP2698,2007-09-18,Australia,Kolkata,Automobiles,,152098.55328131825,,Road,3.0,FOB,LCL,FedEx
SHP2699,2016-07-06,Japan,Kolkata,Automobiles,52.18232395652672,79859.67819862976,3530.177531679442,Sea,41.0,DAP,FCL,DHL
SHP2700,2019-11-13,South Africa,Chennai,Machinery,59.30073172849247,165619.91060158,3048.0849441676014,Air,19.0,DDP,Open Top,Maersk
SHP2701,2014-10-05,Japan,Nhava Sheva,Pharma,179.8122071655626,54924.4262511479,10166.883468295937,Road,5.0,DDP,FCL,DHL
SHP2702,2020-11-16,UAE,Kolkata,Electronics,129.06267159052223,56954.2385410088,12845.146448684169,Air,44.0,CIF,Reefer,MSC
SHP2703,2011-02-14,Japan,Nhava Sheva,Electronics,147.4833989970514,105431.89447449356,3586.9898321603623,Air,9.0,CIF,LCL,CMA CGM
SHP2704,2022-07-12,UK,Mumbai,Machinery,184.01204946839837,87290.70935562355,,Air,29.0,EXW,Reefer,FedEx
SHP2705,2015-02-16,Brazil,Nhava Sheva,Machinery,182.81513454477647,130326.93716836968,10733.866877534594,Road,30.0,EXW,Open Top,Maersk
SHP2706,2013-11-01,Australia,Cochin,Pharma,149.09444008285186,74129.56942536864,8336.648297768821,Air,33.0,EXW,FCL,FedEx
SHP2707,2008-10-26,UAE,Cochin,Food Products,43.57576362405796,47649.02851593263,12120.662723955496,Sea,17.0,DAP,LCL,MSC
SHP2708,2009-10-06,Japan,Kolkata,Automobiles,169.45779753162606,,12772.083516851326,Road,10.0,EXW,Open Top,MSC
SHP2709,2019-11-25,Brazil,Nhava Sheva,Textiles,44.73632666725742,113069.38690043495,1047.1089634791238,Air,8.0,DDP,Open Top,FedEx
SHP2710,2024-03-13,Brazil,Kolkata,Food Products,149.86526874919423,30234.810658278704,19997.87480075997,Road,,EXW,LCL,DHL
SHP2711,2009-02-23,Japan,Chennai,Chemicals,,112230.28789516674,7405.607620728615,Air,6.0,DAP,LCL,FedEx
SHP2712,2022-08-16,South Africa,Cochin,Automobiles,152.98332577738708,65212.82763908357,167835.42045109026,Sea,32.0,EXW,Open Top,DHL
SHP2713,2021-08-28,UK,Kolkata,Electronics,108.87370773919406,79705.47320396456,17075.998860555203,Road,19.0,EXW,FCL,FedEx
SHP2714,2019-05-16,Germany,Chennai,Chemicals,129.5516055385978,57304.98955452968,19861.769848403783,Road,36.0,DDP,FCL,DHL
SHP2715,2014-04-15,UK,Kolkata,Food Products,190.8974156846798,186419.24490302583,16363.898482478586,Air,8.0,DDP,Open Top,CMA CGM
SHP2716,2022-01-28,Japan,Nhava Sheva,Machinery,24.712275863971904,,17067.273299224944,Sea,38.0,DDP,Open Top,Hapag-Lloyd
SHP2717,2022-02-28,Australia,Nhava Sheva,Pharma,65.22521858241589,53967.141657335305,12593.515261545128,Road,37.0,EXW,Reefer,Hapag-Lloyd
SHP2718,2021-10-25,Germany,Nhava Sheva,Automobiles,124.21461755418456,129716.20424128612,18462.046448774472,Air,41.0,DDP,Reefer,DHL
SHP2719,2018-11-09,UAE,Nhava Sheva,Pharma,192.9905553756404,170017.33709724515,907.6233242038572,Sea,41.0,CIF,FCL,DHL
SHP2720,2007-04-04,UK,Mumbai,Chemicals,23.637017294207222,,15381.13248649318,Sea,18.0,FOB,Reefer,CMA CGM
SHP2721,2020-09-08,Japan,Chennai,Automobiles,9.397098198366852,,13480.062521014695,Sea,4.0,FOB,FCL,Hapag-Lloyd
SHP2722,2011-12-26,UK,Chennai,Food Products,15.871171701713962,32574.158979318487,1181.7824163752443,Sea,10.0,DDP,LCL,CMA CGM
